pitch_id,match_id,inning,top_bottom,pitch_type,velocity,result,total_pitch_count,batter_pitch_count,ball_count,strike_count,out_count,coordinate_x,coordinate_y
2025_03_28_8_12,2025_03_28_8_12_3_0_2_3,3,0,ストレート,153,ボール,37,3,1,2,2,55,125
2025_03_28_8_12,2025_03_28_8_12_3_0_2_4,3,0,スライダー,140,ファウル,38,4,1,2,2,157,40
2025_03_28_8_12,2025_03_28_8_12_3_0_2_5,3,0,ストレート,155,左飛,39,5,1,2,2,25,100
2025_03_28_8_12,2025_03_28_8_12_3_0_3_1,3,0,フォーク,138,中飛,40,1,0,0,3,95,120
2025_03_28_8_12,2025_03_28_8_12_3_1_1_1,3,1,チェンジアップ,123,ボール,21,1,1,0,1,156,64
2025_03_28_8_12,2025_03_28_8_12_3_1_1_2,3,1,ストレート,146,ボール,22,2,2,0,1,171,57
2025_03_28_8_12,2025_03_28_8_12_3_1_1_3,3,1,ストレート,144,中飛,23,3,2,0,1,48,44
2025_03_28_8_12,2025_03_28_8_12_3_1_2_1,3,1,スライダー,124,見逃し,24,1,0,1,2,76,34
2025_03_28_8_12,2025_03_28_8_12_3_1_2_2,3,1,ストレート,146,ファウル,25,2,0,2,2,84,20
2025_03_28_8_12,2025_03_28_8_12_3_1_2_3,3,1,ストレート,148,ボール,26,3,1,2,2,53,13
2025_03_28_8_12,2025_03_28_8_12_3_1_2_4,3,1,スプリット,139,三ゴロ,27,4,1,2,2,116,73
2025_03_28_8_12,2025_03_28_8_12_3_1_3_1,3,1,カーブ,115,ボール,28,1,1,0,3,168,42
2025_03_28_8_12,2025_03_28_8_12_3_1_3_2,3,1,スプリット,140,ファウル,29,2,1,1,3,95,77
2025_03_28_8_12,2025_03_28_8_12_3_1_3_3,3,1,カーブ,102,ボール,30,3,2,1,3,130,16
2025_03_28_8_12,2025_03_28_8_12_3_1_3_4,3,1,ストレート,146,ファウル,31,4,2,2,3,27,88
2025_03_28_8_12,2025_03_28_8_12_3_1_3_5,3,1,スプリット,141,遊ゴロ,32,5,2,2,3,56,80
2025_03_28_8_12,2025_03_28_8_12_4_0_1_1,4,0,フォーク,138,中飛,41,1,0,0,1,67,69
2025_03_28_8_12,2025_03_28_8_12_4_0_2_1,4,0,カーブ,126,三ゴロ,42,1,0,0,2,86,97
2025_03_28_8_12,2025_03_28_8_12_4_0_3_1,4,0,ストレート,152,ファウル,43,1,0,1,3,45,104
2025_03_28_8_12,2025_03_28_8_12_4_0_3_2,4,0,ストレート,152,遊ゴロ,44,2,0,1,3,125,64
2025_03_28_8_12,2025_03_28_8_12_4_1_1_1,4,1,スライダー,125,見逃し,33,1,0,1,1,40,60
2025_03_28_8_12,2025_03_28_8_12_4_1_1_2,4,1,スプリット,139,ファウル,34,2,0,2,1,129,58
2025_03_28_8_12,2025_03_28_8_12_4_1_1_3,4,1,スプリット,140,中飛,35,3,0,2,1,141,49
2025_03_28_8_12,2025_03_28_8_12_4_1_2_1,4,1,カーブ,115,見逃し,36,1,0,1,1,31,75
2025_03_28_8_12,2025_03_28_8_12_4_1_2_2,4,1,パワーカーブ,122,右安,37,2,0,1,1,93,82
2025_03_28_8_12,2025_03_28_8_12_4_1_3_1,4,1,カットボール,136,見逃し,38,1,0,1,2,51,40
2025_03_28_8_12,2025_03_28_8_12_4_1_3_2,4,1,ストレート,145,左安,39,2,0,1,2,68,107
2025_03_28_8_12,2025_03_28_8_12_4_1_4_1,4,1,スプリット,139,ボール,40,1,1,0,2,168,57
2025_03_28_8_12,2025_03_28_8_12_4_1_4_2,4,1,スプリット,139,ファウル,41,2,1,1,2,129,57
2025_03_28_8_12,2025_03_28_8_12_4_1_4_3,4,1,ストレート,147,ファウル,42,3,1,2,2,66,67
2025_03_28_8_12,2025_03_28_8_12_4_1_4_4,4,1,スプリット,139,ファウル,43,4,1,2,2,152,67
2025_03_28_8_12,2025_03_28_8_12_4_1_4_5,4,1,スプリット,141,ボール,44,5,2,2,2,169,77
2025_03_28_8_12,2025_03_28_8_12_5_0_1_1,5,0,チェンジアップ,137,ボール,45,1,1,0,0,18,73
2025_03_28_8_12,2025_03_28_8_12_5_0_1_2,5,0,チェンジアップ,136,ボール,46,2,2,0,0,27,131
2025_03_28_8_12,2025_03_28_8_12_5_0_1_3,5,0,スライダー,137,見逃し,47,3,2,1,0,93,73
2025_03_28_8_12,2025_03_28_8_12_5_0_1_4,5,0,ストレート,151,空振り,48,4,2,2,0,28,107
2025_03_28_8_12,2025_03_28_8_12_5_0_1_5,5,0,スライダー,141,右安,49,5,2,2,0,58,85
2025_03_28_8_12,2025_03_28_8_12_5_0_2_1,5,0,スライダー,141,見逃し,50,1,0,1,1,95,32
2025_03_28_8_12,2025_03_28_8_12_5_0_2_2,5,0,ストレート,153,ボール,51,2,1,1,1,130,13
2025_03_28_8_12,2025_03_28_8_12_5_0_2_3,5,0,ストレート,153,ファウル,52,3,1,2,1,56,72
2025_03_28_8_12,2025_03_28_8_12_5_0_2_4,5,0,ストレート,155,ファウル,53,4,1,2,1,20,73
2025_03_28_8_12,2025_03_28_8_12_5_0_2_5,5,0,ストレート,156,ボール,54,5,2,2,1,152,72
2025_03_28_8_12,2025_03_28_8_12_5_0_3_1,5,0,チェンジアップ,138,ボール,56,1,1,0,3,171,13
2025_03_28_8_12,2025_03_28_8_12_5_0_3_2,5,0,チェンジアップ,140,ファウル,57,2,1,1,3,96,112
2025_03_28_8_12,2025_03_28_8_12_5_0_3_3,5,0,フォーク,139,ファウル,58,3,1,2,3,134,72
2025_03_28_8_12,2025_03_28_8_12_5_0_3_4,5,0,ストレート,155,ファウル,59,4,1,2,3,70,72
2025_03_28_8_12,2025_03_28_8_12_5_0_3_5,5,0,フォーク,144,ボール,60,5,2,2,3,167,72
2025_03_28_8_12,2025_03_28_8_12_5_0_3_6,5,0,フォーク,143,ボール,61,6,3,2,3,168,64
2025_03_28_8_12,2025_03_28_8_12_5_0_3_7,5,0,ストレート,154,遊飛,62,7,3,2,3,99,32
2025_03_28_8_12,2025_03_28_8_12_5_1_1_1,5,1,スライダー,122,見逃し,48,1,0,1,0,54,68
2025_03_28_8_12,2025_03_28_8_12_5_1_1_2,5,1,ストレート,145,ボール,49,2,1,1,0,18,36
2025_03_28_8_12,2025_03_28_8_12_5_1_1_3,5,1,スプリット,138,左安,50,3,1,1,0,75,52
2025_03_28_8_12,2025_03_28_8_12_5_1_2_1,5,1,スプリット,135,投犠打,51,1,0,0,1,96,84
2025_03_28_8_12,2025_03_28_8_12_5_1_3_1,5,1,スプリット,139,見逃し,52,1,0,1,2,126,105
2025_03_28_8_12,2025_03_28_8_12_5_1_3_2,5,1,ストレート,146,右飛,53,2,0,1,2,22,36
2025_03_28_8_12,2025_03_28_8_12_5_1_4_1,5,1,カットボール,139,見逃し,54,1,0,1,3,44,42
2025_03_28_8_12,2025_03_28_8_12_5_1_4_2,5,1,スライダー,129,ボール,55,2,1,1,3,147,10
2025_03_28_8_12,2025_03_28_8_12_5_1_4_3,5,1,ストレート,147,ボール,56,3,2,1,3,18,55
2025_03_28_8_12,2025_03_28_8_12_5_1_4_4,5,1,スプリット,137,ファウル,57,4,2,2,3,94,79
2025_03_28_8_12,2025_03_28_8_12_5_1_4_5,5,1,カットボール,140,ボール,58,5,3,2,3,156,38
2025_03_28_8_12,2025_03_28_8_12_5_1_4_6,5,1,スプリット,138,空三振,59,6,3,2,3,166,29
2025_03_28_8_12,2025_03_28_8_12_6_0_1_1,6,0,チェンジアップ,137,一ゴロ,63,1,0,0,1,130,100
2025_03_28_8_12,2025_03_28_8_12_6_0_2_1,6,0,ストレート,149,見逃し,64,1,0,1,2,72,100
2025_03_28_8_12,2025_03_28_8_12_6_0_2_2,6,0,ストレート,150,見逃し,65,2,0,2,2,30,36
2025_03_28_8_12,2025_03_28_8_12_6_0_2_3,6,0,スライダー,138,二ゴロ,66,3,0,2,2,138,63
2025_03_28_8_12,2025_03_28_8_12_6_0_3_1,6,0,チェンジアップ,139,空振り,67,1,0,1,3,160,77
2025_03_28_8_12,2025_03_28_8_12_6_0_3_2,6,0,チェンジアップ,142,ボール,68,2,1,1,3,166,76
2025_03_28_8_12,2025_03_28_8_12_6_0_3_3,6,0,ストレート,151,ファウル,69,3,1,2,3,56,116
2025_03_28_8_12,2025_03_28_8_12_6_0_3_4,6,0,フォーク,144,ボール,70,4,2,2,3,170,69
2025_03_28_8_12,2025_03_28_8_12_6_0_3_5,6,0,ストレート,153,右飛,71,5,2,2,3,45,42
2025_03_28_8_12,2025_03_28_8_12_6_1_1_1,6,1,スプリット,137,一ゴロ,60,1,0,0,1,145,103
2025_03_28_8_12,2025_03_28_8_12_6_1_2_1,6,1,スプリット,138,見逃し,61,1,0,1,2,44,72
2025_03_28_8_12,2025_03_28_8_12_6_1_2_2,6,1,スプリット,140,ボール,62,2,1,1,2,168,20
2025_03_28_8_12,2025_03_28_8_12_6_1_2_3,6,1,スライダー,125,見逃し,63,3,1,2,2,28,104
2025_03_28_8_12,2025_03_28_8_12_6_1_2_4,6,1,ストレート,144,ボール,64,4,2,2,2,17,44
2025_03_28_8_12,2025_03_28_8_12_6_1_2_5,6,1,スライダー,128,ファウル,65,5,2,2,2,129,55
2025_03_28_8_12,2025_03_28_8_12_6_1_2_6,6,1,スプリット,140,三ゴロ,66,6,2,2,2,90,54
2025_03_28_8_12,2025_03_28_8_12_6_1_3_1,6,1,チェンジアップ,129,見逃し,67,1,0,1,2,106,38
2025_03_28_8_12,2025_03_28_8_12_6_1_3_2,6,1,スプリット,138,見逃し,68,2,0,2,2,60,108
2025_03_28_8_12,2025_03_28_8_12_6_1_3_3,6,1,スプリット,141,ファウル,69,3,0,2,2,161,70
2025_03_28_8_12,2025_03_28_8_12_6_1_3_4,6,1,ストレート,147,ボール,70,4,1,2,2,24,126
2025_03_28_8_12,2025_03_28_8_12_6_1_3_5,6,1,カーブ,104,右安,71,5,1,2,2,44,18
2025_03_28_8_12,2025_03_28_8_12_6_1_4_1,6,1,カットボール,136,見逃し,72,1,0,1,2,99,74
2025_03_28_8_12,2025_03_28_8_12_6_1_4_2,6,1,ストレート,145,見逃し,73,2,0,2,2,50,23
2025_03_28_8_12,2025_03_28_8_12_6_1_4_3,6,1,カットボール,136,ボール,74,3,1,2,2,139,14
2025_03_28_8_12,2025_03_28_8_12_6_1_4_4,6,1,カットボール,-,ボール,75,4,2,2,2,152,38
2025_03_28_8_12,2025_03_28_8_12_7_0_1_1,7,0,ストレート,151,右本,72,1,0,0,0,124,42
2025_03_28_8_12,2025_03_28_8_12_7_0_2_1,7,0,ストレート,152,ボール,73,1,1,0,0,160,37
2025_03_28_8_12,2025_03_28_8_12_7_0_2_2,7,0,スライダー,139,空振り,74,2,1,1,0,85,18
2025_03_28_8_12,2025_03_28_8_12_7_0_2_3,7,0,スライダー,140,ボール,75,3,2,1,0,163,119
2025_03_28_8_12,2025_03_28_8_12_7_0_2_4,7,0,スライダー,138,空振り,76,4,2,2,0,125,15
2025_03_28_8_12,2025_03_28_8_12_7_0_2_5,7,0,ストレート,153,ボール,77,5,3,2,0,20,78
2025_03_28_8_12,2025_03_28_8_12_7_0_2_6,7,0,ストレート,152,右安,78,6,3,2,0,49,87
2025_03_28_8_12,2025_03_28_8_12_7_0_3_1,7,0,ストレート,152,ボール,79,1,1,0,1,129,125
2025_03_28_8_12,2025_03_28_8_12_7_0_3_2,7,0,スライダー,138,空振り,80,2,1,1,1,96,100
2025_03_28_8_12,2025_03_28_8_12_7_0_3_3,7,0,スライダー,140,三飛,81,3,1,1,1,104,69
2025_03_28_8_12,2025_03_28_8_12_7_0_4_1,7,0,チェンジアップ,140,一併打,82,1,0,0,3,113,103
2025_03_28_8_12,2025_03_28_8_12_7_1_1_1,7,1,スプリット,138,見逃し,77,1,0,1,1,130,99
2025_03_28_8_12,2025_03_28_8_12_7_1_1_2,7,1,スライダー,125,ファウル,78,2,0,2,1,134,24
2025_03_28_8_12,2025_03_28_8_12_7_1_1_3,7,1,スプリット,139,左飛,79,3,0,2,1,47,90
2025_03_28_8_12,2025_03_28_8_12_7_1_2_1,7,1,カットボール,136,中安,80,1,0,0,1,50,68
2025_03_28_8_12,2025_03_28_8_12_7_1_3_1,7,1,スライダー,122,ボール,81,1,1,0,2,152,43
2025_03_28_8_12,2025_03_28_8_12_7_1_3_2,7,1,ストレート,-,見逃し,82,2,1,1,2,89,49
2025_03_28_8_12,2025_03_28_8_12_8_0_1_1,8,0,チェンジアップ,133,ボール,83,1,1,0,1,16,120
2025_03_28_8_12,2025_03_28_8_12_8_0_1_2,8,0,スライダー,135,ボール,84,2,2,0,1,31,8
2025_03_28_8_12,2025_03_28_8_12_8_0_1_3,8,0,スライダー,137,見逃し,85,3,2,1,1,81,43
2025_03_28_8_12,2025_03_28_8_12_8_0_1_4,8,0,ストレート,150,ボール,86,4,3,1,1,71,12
2025_03_28_8_12,2025_03_28_8_12_8_0_1_5,8,0,ストレート,151,遊飛,87,5,3,1,1,113,104
2025_03_28_8_12,2025_03_28_8_12_8_0_2_1,8,0,カーブ,125,ボール,88,1,1,0,1,159,12
2025_03_28_8_12,2025_03_28_8_12_8_0_2_2,8,0,ストレート,149,中安,89,2,1,0,1,70,104
2025_03_28_8_12,2025_03_28_8_12_8_0_3_1,8,0,ストレート,149,ファウル,90,1,0,1,2,127,68
2025_03_28_8_12,2025_03_28_8_12_8_0_3_2,8,0,スライダー,136,一ゴロ,91,2,0,1,2,96,38
2025_03_28_8_12,2025_03_28_8_12_8_0_4_1,8,0,ストレート,151,三ゴロ,92,1,0,0,3,51,44
2025_03_28_8_12,2025_03_28_8_12_8_1_1_1,8,1,スライダー,123,見逃し,84,1,0,1,1,125,68
2025_03_28_8_12,2025_03_28_8_12_8_1_1_2,8,1,スプリット,138,二直,85,2,0,1,1,101,105
2025_03_28_8_12,2025_03_28_8_12_8_1_2_1,8,1,ストレート,146,ファウル,86,1,0,1,2,64,74
2025_03_28_8_12,2025_03_28_8_12_8_1_2_2,8,1,ストレート,146,ボール,87,2,1,1,2,13,117
2025_03_28_8_12,2025_03_28_8_12_8_1_2_3,8,1,スライダー,126,ファウル,88,3,1,2,2,78,60
2025_03_28_8_12,2025_03_28_8_12_8_1_2_4,8,1,ストレート,145,ボール,89,4,2,2,2,19,24
2025_03_28_8_12,2025_03_28_8_12_8_1_2_5,8,1,カットボール,136,投ゴロ,90,5,2,2,2,153,40
2025_03_28_8_12,2025_03_28_8_12_8_1_3_1,8,1,スライダー,124,空振り,91,1,0,1,2,121,13
2025_03_28_8_12,2025_03_28_8_12_8_1_3_2,8,1,ストレート,146,ボール,92,2,1,1,2,47,12
2025_03_28_8_12,2025_03_28_8_12_8_1_3_3,8,1,ストレート,146,ボール,93,3,2,1,2,80,16
2025_03_28_8_12,2025_03_28_8_12_8_1_3_4,8,1,ストレート,144,空振り,94,4,2,2,2,30,65
2025_03_28_8_12,2025_03_28_8_12_8_1_3_5,8,1,ストレート,144,ボール,95,5,3,2,2,42,9
2025_03_28_8_12,2025_03_28_8_12_8_1_3_6,8,1,スプリット,136,四球,96,6,3,2,2,149,70
2025_03_28_8_12,2025_03_28_8_12_8_1_4_1,8,1,スプリット,135,ファウル,97,1,0,1,3,50,63
2025_03_28_8_12,2025_03_28_8_12_8_1_4_2,8,1,スライダー,127,左飛,98,2,0,1,3,134,20
2025_03_28_8_12,2025_03_28_8_12_9_0_1_1,9,0,カーブ,125,ボール,93,1,1,0,1,24,131
2025_03_28_8_12,2025_03_28_8_12_9_0_1_2,9,0,チェンジアップ,138,ファウル,94,2,1,1,1,126,95
2025_03_28_8_12,2025_03_28_8_12_9_0_1_3,9,0,ストレート,150,左飛,95,3,1,1,1,90,96
2025_03_28_8_12,2025_03_28_8_12_9_0_2_1,9,0,チェンジアップ,140,空振り,96,1,0,1,2,160,102
2025_03_28_8_12,2025_03_28_8_12_9_0_2_2,9,0,ストレート,149,見逃し,97,2,0,2,2,99,105
2025_03_28_8_12,2025_03_28_8_12_9_0_2_3,9,0,ストレート,151,ボール,98,3,1,2,2,75,13
2025_03_28_8_12,2025_03_28_8_12_9_0_2_4,9,0,チェンジアップ,141,ボール,99,4,2,2,2,169,67
2025_03_28_8_12,2025_03_28_8_12_9_0_2_5,9,0,スライダー,140,中飛,100,5,2,2,2,131,99
2025_03_28_8_12,2025_03_28_8_12_9_0_3_1,9,0,ストレート,152,ボール,101,1,1,0,2,135,9
2025_03_28_8_12,2025_03_28_8_12_9_0_3_2,9,0,ストレート,152,見逃し,102,2,1,1,2,50,37
2025_03_28_8_12,2025_03_28_8_12_9_0_3_3,9,0,スライダー,140,左中本,103,3,1,1,2,90,24
2025_03_28_8_12,2025_03_28_8_12_9_0_4_1,9,0,スライダー,137,ボール,104,1,1,0,3,168,90
2025_03_28_8_12,2025_03_28_8_12_9_0_4_2,9,0,ストレート,146,二ゴロ,105,2,1,0,3,52,116
2025_03_28_8_12,2025_03_28_8_12_9_1_1_1,9,1,スプリット,139,右安,99,1,0,0,0,129,79
2025_03_28_8_12,2025_03_28_8_12_9_1_2_1,9,1,カットボール,135,ボール,100,1,1,0,1,156,12
2025_03_28_8_12,2025_03_28_8_12_9_1_2_2,9,1,スライダー,123,三直,101,2,1,0,1,74,69
2025_03_28_8_12,2025_03_28_8_12_9_1_3_1,9,1,ストレート,146,ボール,102,1,1,0,3,155,13
2025_03_28_8_12,2025_03_28_8_12_9_1_3_2,9,1,ストレート,145,空振り,103,2,1,1,3,23,72
2025_03_28_8_12,2025_03_28_8_12_9_1_3_3,9,1,スプリット,139,ファウル,104,3,1,2,3,124,60
2025_03_28_8_12,2025_03_28_8_12_9_1_3_4,9,1,ストレート,146,三併打,105,4,1,2,3,46,116
2025_03_28_10_11,2025_03_28_10_11_1_0_1_1,1,0,ストレート,148,ボール,1,1,1,0,1,153,100
2025_03_28_10_11,2025_03_28_10_11_1_0_1_2,1,0,ストレート,147,ボール,2,2,2,0,1,152,113
2025_03_28_10_11,2025_03_28_10_11_1_0_1_3,1,0,ストレート,147,見逃し,3,3,2,1,1,99,105
2025_03_28_10_11,2025_03_28_10_11_1_0_1_4,1,0,スライダー,129,ボール,4,4,3,1,1,134,131
2025_03_28_10_11,2025_03_28_10_11_1_0_1_5,1,0,ストレート,148,二ゴロ,5,5,3,1,1,108,82
2025_03_28_10_11,2025_03_28_10_11_1_0_2_1,1,0,スローカーブ,-,ボール,6,1,1,0,2,116,123
2025_03_28_10_11,2025_03_28_10_11_1_0_2_2,1,0,ストレート,148,ファウル,7,2,1,1,2,116,30
2025_03_28_10_11,2025_03_28_10_11_1_0_2_3,1,0,スライダー,131,空振り,8,3,1,2,2,106,114
2025_03_28_10_11,2025_03_28_10_11_1_0_2_4,1,0,スライダー,129,空三振,9,4,1,2,2,152,122
2025_03_28_10_11,2025_03_28_10_11_1_0_3_1,1,0,スライダー,130,ボール,10,1,1,0,3,155,124
2025_03_28_10_11,2025_03_28_10_11_1_0_3_2,1,0,ストレート,149,三ゴロ,11,2,1,0,3,112,20
2025_03_28_10_11,2025_03_28_10_11_1_1_1_1,1,1,カーブ,120,見逃し,1,1,0,1,1,113,53
2025_03_28_10_11,2025_03_28_10_11_1_1_1_2,1,1,ストレート,145,遊飛,2,2,0,1,1,129,70
2025_03_28_10_11,2025_03_28_10_11_1_1_2_1,1,1,ストレート,146,ファウル,3,1,0,1,2,126,68
2025_03_28_10_11,2025_03_28_10_11_1_1_2_2,1,1,カットボール,137,ボール,4,2,1,1,2,79,125
2025_03_28_10_11,2025_03_28_10_11_1_1_2_3,1,1,チェンジアップ,133,三飛,5,3,1,1,2,60,67
2025_03_28_10_11,2025_03_28_10_11_1_1_3_1,1,1,チェンジアップ,133,見逃し,6,1,0,1,3,47,34
2025_03_28_10_11,2025_03_28_10_11_1_1_3_2,1,1,スライダー,127,ファウル,7,2,0,2,3,139,75
2025_03_28_10_11,2025_03_28_10_11_1_1_3_3,1,1,チェンジアップ,-,遊ゴロ,8,3,0,2,3,152,30
2025_03_28_10_11,2025_03_28_10_11_2_0_1_1,2,0,ストレート,146,見逃し,12,1,0,1,1,69,76
2025_03_28_10_11,2025_03_28_10_11_2_0_1_2,2,0,ストレート,147,見逃し,13,2,0,2,1,87,85
2025_03_28_10_11,2025_03_28_10_11_2_0_1_3,2,0,フォーク,137,ボール,14,3,1,2,1,153,122
2025_03_28_10_11,2025_03_28_10_11_2_0_1_4,2,0,ストレート,150,三直,15,4,1,2,1,88,65
2025_03_28_10_11,2025_03_28_10_11_2_0_2_1,2,0,ストレート,147,見逃し,16,1,0,1,2,64,72
2025_03_28_10_11,2025_03_28_10_11_2_0_2_2,2,0,チェンジアップ,125,左飛,17,2,0,1,2,127,37
2025_03_28_10_11,2025_03_28_10_11_2_0_3_1,2,0,ストレート,149,ファウル,18,1,0,1,3,78,43
2025_03_28_10_11,2025_03_28_10_11_2_0_3_2,2,0,ストレート,148,空振り,19,2,0,2,3,129,20
2025_03_28_10_11,2025_03_28_10_11_2_0_3_3,2,0,ストレート,148,一飛,20,3,0,2,3,24,97
2025_03_28_10_11,2025_03_28_10_11_2_1_1_1,2,1,チェンジアップ,130,見逃し,9,1,0,1,1,136,100
2025_03_28_10_11,2025_03_28_10_11_2_1_1_2,2,1,ストレート,144,見逃し,10,2,0,2,1,124,72
2025_03_28_10_11,2025_03_28_10_11_2_1_1_3,2,1,フォーク,134,空三振,11,3,0,2,1,156,67
2025_03_28_10_11,2025_03_28_10_11_2_1_2_1,2,1,カットボール,140,二安,12,1,0,0,1,128,116
2025_03_28_10_11,2025_03_28_10_11_2_1_3_1,2,1,ストレート,143,ボール,13,1,1,0,1,79,13
2025_03_28_10_11,2025_03_28_10_11_2_1_3_2,2,1,ストレート,142,左本,14,2,1,0,1,100,68
2025_03_28_10_11,2025_03_28_10_11_2_1_4_1,2,1,チェンジアップ,135,空振り,15,1,0,1,2,151,109
2025_03_28_10_11,2025_03_28_10_11_2_1_4_2,2,1,チェンジアップ,133,三ゴロ,16,2,0,1,2,50,69
2025_03_28_10_11,2025_03_28_10_11_2_1_5_1,2,1,ストレート,146,ボール,17,1,1,0,2,64,15
2025_03_28_10_11,2025_03_28_10_11_2_1_5_2,2,1,スライダー,-,見逃し,18,2,1,1,2,80,105
2025_03_28_10_11,2025_03_28_10_11_2_1_5_3,2,1,フォーク,132,空振り,19,3,1,2,2,159,67
2025_03_28_10_11,2025_03_28_10_11_2_1_5_4,2,1,フォーク,133,左安,20,4,1,2,2,154,36
2025_03_28_10_11,2025_03_28_10_11_2_1_6_1,2,1,カットボール,138,三ゴロ,21,1,0,0,3,78,88
2025_03_28_10_11,2025_03_28_10_11_3_0_1_1,3,0,ストレート,147,見逃し,21,1,0,1,1,132,110
2025_03_28_10_11,2025_03_28_10_11_3_0_1_2,3,0,ストレート,146,見逃し,22,2,0,2,1,60,103
2025_03_28_10_11,2025_03_28_10_11_3_0_1_3,3,0,スライダー,128,ファウル,23,3,0,2,1,149,72
2025_03_28_10_11,2025_03_28_10_11_3_0_1_4,3,0,ストレート,147,見三振,24,4,0,2,1,140,113
2025_03_28_10_11,2025_03_28_10_11_3_0_2_1,3,0,スライダー,126,ボール,25,1,1,0,2,24,30
2025_03_28_10_11,2025_03_28_10_11_3_0_2_2,3,0,スライダー,126,見逃し,26,2,1,1,2,115,108
2025_03_28_10_11,2025_03_28_10_11_3_0_2_3,3,0,フォーク,138,見逃し,27,3,1,2,2,138,70
2025_03_28_10_11,2025_03_28_10_11_3_0_2_4,3,0,フォーク,138,ボール,28,4,2,2,2,159,104
2025_03_28_10_11,2025_03_28_10_11_3_0_2_5,3,0,スライダー,130,左飛,29,5,2,2,2,81,72
2025_03_28_10_11,2025_03_28_10_11_3_0_3_1,3,0,スライダー,129,見逃し,30,1,0,1,3,101,108
2025_03_28_10_11,2025_03_28_10_11_3_0_3_2,3,0,スライダー,132,空振り,31,2,0,2,3,94,36
2025_03_28_10_11,2025_03_28_10_11_3_0_3_3,3,0,ストレート,148,空三振,32,3,0,2,3,76,92
2025_03_28_10_11,2025_03_28_10_11_3_1_1_1,3,1,チェンジアップ,133,ファウル,22,1,0,1,1,128,27
2025_03_28_10_11,2025_03_28_10_11_3_1_1_2,3,1,カットボール,137,ボール,23,2,1,1,1,84,15
2025_03_28_10_11,2025_03_28_10_11_3_1_1_3,3,1,チェンジアップ,134,空振り,24,3,1,2,1,160,67
2025_03_28_10_11,2025_03_28_10_11_3_1_1_4,3,1,ストレート,145,ファウル,25,4,1,2,1,90,34
2025_03_28_10_11,2025_03_28_10_11_3_1_1_5,3,1,スライダー,127,空三振,26,5,1,2,1,179,40
2025_03_28_10_11,2025_03_28_10_11_3_1_2_1,3,1,カーブ,123,ボール,27,1,1,0,2,159,120
2025_03_28_10_11,2025_03_28_10_11_3_1_2_2,3,1,カーブ,121,見逃し,28,2,1,1,2,73,63
2025_03_28_10_11,2025_03_28_10_11_3_1_2_3,3,1,カットボール,137,見逃し,29,3,1,2,2,96,100
2025_03_28_10_11,2025_03_28_10_11_3_1_2_4,3,1,スライダー,-,二ゴロ,30,4,1,2,2,134,118
2025_03_28_10_11,2025_03_28_10_11_3_1_3_1,3,1,ストレート,147,二ゴロ,31,1,0,0,3,33,35
2025_03_28_10_11,2025_03_28_10_11_4_0_1_1,4,0,ストレート,147,見逃し,33,1,0,1,1,91,99
2025_03_28_10_11,2025_03_28_10_11_4_0_1_2,4,0,フォーク,136,見逃し,34,2,0,2,1,144,110
2025_03_28_10_11,2025_03_28_10_11_4_0_1_3,4,0,スライダー,132,ボール,35,3,1,2,1,156,124
2025_03_28_10_11,2025_03_28_10_11_4_0_1_4,4,0,スライダー,133,ボール,36,4,2,2,1,129,123
2025_03_28_10_11,2025_03_28_10_11_4_0_1_5,4,0,ストレート,151,空三振,37,5,2,2,1,82,109
2025_03_28_10_11,2025_03_28_10_11_4_0_2_1,4,0,ストレート,150,見逃し,38,1,0,1,2,90,104
2025_03_28_10_11,2025_03_28_10_11_4_0_2_2,4,0,スライダー,128,ボール,39,2,1,1,2,158,127
2025_03_28_10_11,2025_03_28_10_11_4_0_2_3,4,0,スライダー,-,二ゴロ,40,3,1,1,2,80,116
2025_03_28_10_11,2025_03_28_10_11_4_0_3_1,4,0,ストレート,151,見逃し,41,1,0,1,3,86,22
2025_03_28_10_11,2025_03_28_10_11_4_0_3_2,4,0,スローカーブ,85,見逃し,42,2,0,2,3,126,102
2025_03_28_10_11,2025_03_28_10_11_4_0_3_3,4,0,ストレート,152,見三振,43,3,0,2,3,104,90
2025_03_28_10_11,2025_03_28_10_11_4_1_1_1,4,1,スライダー,125,左飛,32,1,0,0,1,100,68
2025_03_28_10_11,2025_03_28_10_11_4_1_2_1,4,1,カーブ,119,ボール,33,1,1,0,1,156,34
2025_03_28_10_11,2025_03_28_10_11_4_1_2_2,4,1,カットボール,-,見逃し,34,2,1,1,1,139,100
2025_03_28_10_11,2025_03_28_10_11_4_1_2_3,4,1,チェンジアップ,133,ボール,35,3,2,1,1,162,72
2025_03_28_10_11,2025_03_28_10_11_4_1_2_4,4,1,ストレート,147,ファウル,36,4,2,2,1,129,33
2025_03_28_10_11,2025_03_28_10_11_4_1_2_5,4,1,ストレート,145,ファウル,37,5,2,2,1,145,30
2025_03_28_10_11,2025_03_28_10_11_4_1_2_6,4,1,ストレート,144,ファウル,38,6,2,2,1,28,67
2025_03_28_10_11,2025_03_28_10_11_4_1_2_7,4,1,チェンジアップ,-,中安,39,7,2,2,1,96,73
2025_03_28_10_11,2025_03_28_10_11_4_1_3_1,4,1,ストレート,143,ボール,40,1,1,0,2,7,100
2025_03_28_10_11,2025_03_28_10_11_4_1_3_2,4,1,カットボール,137,ボール,41,2,2,0,2,155,89
