pitch_id,match_id,inning,top_bottom,pitch_type,velocity,result,total_pitch_count,batter_pitch_count,ball_count,strike_count,out_count,coordinate_x,coordinate_y
2025_03_28_1_5,2025_03_28_1_5_2_1_4_1,2,1,ストレート,148,ボール,29,1,1,0,1,92,16
2025_03_28_1_5,2025_03_28_1_5_2_1_4_2,2,1,ストレート,148,左安,30,2,1,0,1,45,68
2025_03_28_1_5,2025_03_28_1_5_2_1_5_1,2,1,カーブ,128,ボール,31,1,1,0,2,157,28
2025_03_28_1_5,2025_03_28_1_5_2_1_5_2,2,1,スライダー,132,右飛,32,2,1,0,2,96,25
2025_03_28_1_5,2025_03_28_1_5_2_1_6_1,2,1,ストレート,151,ファウル,33,1,0,1,3,111,95
2025_03_28_1_5,2025_03_28_1_5_2_1_6_2,2,1,フォーク,137,中飛,34,2,0,1,3,60,102
2025_03_28_1_5,2025_03_28_1_5_3_0_1_1,3,0,ストレート,144,中飛,22,1,0,0,1,90,108
2025_03_28_1_5,2025_03_28_1_5_3_0_2_1,3,0,ストレート,143,見逃し,23,1,0,1,2,122,24
2025_03_28_1_5,2025_03_28_1_5_3_0_2_2,3,0,ストレート,145,ファウル,24,2,0,2,2,24,54
2025_03_28_1_5,2025_03_28_1_5_3_0_2_3,3,0,ストレート,144,右飛,25,3,0,2,2,148,69
2025_03_28_1_5,2025_03_28_1_5_3_0_3_1,3,0,ストレート,145,見逃し,26,1,0,1,3,134,25
2025_03_28_1_5,2025_03_28_1_5_3_0_3_2,3,0,ストレート,144,ボール,27,2,1,1,3,105,8
2025_03_28_1_5,2025_03_28_1_5_3_0_3_3,3,0,ストレート,145,見逃し,28,3,1,2,3,116,25
2025_03_28_1_5,2025_03_28_1_5_3_0_3_4,3,0,フォーク,134,ファウル,29,4,1,2,3,152,40
2025_03_28_1_5,2025_03_28_1_5_3_0_3_5,3,0,フォーク,133,二邪飛,30,5,1,2,3,147,65
2025_03_28_1_5,2025_03_28_1_5_3_1_1_1,3,1,スライダー,129,見逃し,35,1,0,1,1,82,73
2025_03_28_1_5,2025_03_28_1_5_3_1_1_2,3,1,カーブ,116,ファウル,36,2,0,2,1,91,100
2025_03_28_1_5,2025_03_28_1_5_3_1_1_3,3,1,フォーク,138,遊直,37,3,0,2,1,113,114
2025_03_28_1_5,2025_03_28_1_5_3_1_2_1,3,1,スライダー,135,空振り,38,1,0,1,2,108,22
2025_03_28_1_5,2025_03_28_1_5_3_1_2_2,3,1,ストレート,150,ボール,39,2,1,1,2,160,114
2025_03_28_1_5,2025_03_28_1_5_3_1_2_3,3,1,フォーク,139,ボール,40,3,2,1,2,160,32
2025_03_28_1_5,2025_03_28_1_5_3_1_2_4,3,1,フォーク,137,空振り,41,4,2,2,2,138,83
2025_03_28_1_5,2025_03_28_1_5_3_1_2_5,3,1,ストレート,151,ボール,42,5,3,2,2,152,29
2025_03_28_1_5,2025_03_28_1_5_3_1_2_6,3,1,スライダー,136,空三振,43,6,3,2,2,157,27
2025_03_28_1_5,2025_03_28_1_5_3_1_3_1,3,1,ストレート,151,遊ゴロ,44,1,0,0,3,122,25
2025_03_28_1_5,2025_03_28_1_5_4_0_1_1,4,0,スライダー,-,ボール,31,1,1,0,1,85,128
2025_03_28_1_5,2025_03_28_1_5_4_0_1_2,4,0,ストレート,143,二ゴロ,32,2,1,0,1,45,68
2025_03_28_1_5,2025_03_28_1_5_4_0_2_1,4,0,ストレート,145,ボール,33,1,1,0,2,20,120
2025_03_28_1_5,2025_03_28_1_5_4_0_2_2,4,0,ストレート,144,見逃し,34,2,1,1,2,69,113
2025_03_28_1_5,2025_03_28_1_5_4_0_2_3,4,0,フォーク,133,ボール,35,3,2,1,2,173,92
2025_03_28_1_5,2025_03_28_1_5_4_0_2_4,4,0,ストレート,144,三ゴロ,36,4,2,1,2,44,94
2025_03_28_1_5,2025_03_28_1_5_4_0_3_1,4,0,カーブ,123,見逃し,37,1,0,1,3,126,112
2025_03_28_1_5,2025_03_28_1_5_4_0_3_2,4,0,ストレート,146,二ゴロ,38,2,0,1,3,33,72
2025_03_28_1_5,2025_03_28_1_5_4_1_1_1,4,1,スライダー,128,左飛,45,1,0,0,1,118,28
2025_03_28_1_5,2025_03_28_1_5_4_1_2_1,4,1,ストレート,149,ファウル,46,1,0,1,2,89,24
2025_03_28_1_5,2025_03_28_1_5_4_1_2_2,4,1,フォーク,137,ボール,47,2,1,1,2,155,18
2025_03_28_1_5,2025_03_28_1_5_4_1_2_3,4,1,スライダー,130,ファウル,48,3,1,2,2,25,124
2025_03_28_1_5,2025_03_28_1_5_4_1_2_4,4,1,フォーク,139,ファウル,49,4,1,2,2,134,84
2025_03_28_1_5,2025_03_28_1_5_4_1_2_5,4,1,スライダー,135,ファウル,50,5,1,2,2,112,29
2025_03_28_1_5,2025_03_28_1_5_4_1_2_6,4,1,スライダー,130,遊飛,51,6,1,2,2,106,60
2025_03_28_1_5,2025_03_28_1_5_4_1_3_1,4,1,ストレート,150,ボール,52,1,1,0,3,152,90
2025_03_28_1_5,2025_03_28_1_5_4_1_3_2,4,1,ストレート,148,見逃し,53,2,1,1,3,138,77
2025_03_28_1_5,2025_03_28_1_5_4_1_3_3,4,1,カーブ,122,見逃し,54,3,1,2,3,105,108
2025_03_28_1_5,2025_03_28_1_5_4_1_3_4,4,1,フォーク,141,ボール,55,4,2,2,3,167,60
2025_03_28_1_5,2025_03_28_1_5_4_1_3_5,4,1,フォーク,137,ボール,56,5,3,2,3,172,12
2025_03_28_1_5,2025_03_28_1_5_4_1_3_6,4,1,フォーク,137,中飛,57,6,3,2,3,150,88
2025_03_28_1_5,2025_03_28_1_5_5_0_1_1,5,0,カーブ,121,左安,39,1,0,0,0,51,72
2025_03_28_1_5,2025_03_28_1_5_5_0_2_1,5,0,フォーク,131,ボール,40,1,1,0,0,154,20
2025_03_28_1_5,2025_03_28_1_5_5_0_2_2,5,0,フォーク,130,見逃し,41,2,1,1,0,135,30
2025_03_28_1_5,2025_03_28_1_5_5_0_2_3,5,0,ストレート,145,一失,42,3,1,1,0,44,25
2025_03_28_1_5,2025_03_28_1_5_5_0_3_1,5,0,ストレート,145,左安,43,1,0,0,0,125,56
2025_03_28_1_5,2025_03_28_1_5_5_0_4_1,5,0,ストレート,146,ボール,44,1,1,0,0,155,30
2025_03_28_1_5,2025_03_28_1_5_5_0_4_2,5,0,フォーク,134,空振り,45,2,1,1,0,156,84
2025_03_28_1_5,2025_03_28_1_5_5_0_4_3,5,0,ストレート,146,ボール,46,3,2,1,0,56,14
2025_03_28_1_5,2025_03_28_1_5_5_0_4_4,5,0,ストレート,147,ファウル,47,4,2,2,0,69,112
2025_03_28_1_5,2025_03_28_1_5_5_0_4_5,5,0,フォーク,133,ボール,48,5,3,2,0,159,108
2025_03_28_1_5,2025_03_28_1_5_5_0_4_6,5,0,フォーク,133,ファウル,49,6,3,2,0,148,77
2025_03_28_1_5,2025_03_28_1_5_5_0_4_7,5,0,フォーク,133,四球,50,7,3,2,0,173,39
2025_03_28_1_5,2025_03_28_1_5_5_0_5_1,5,0,スライダー,128,ボール,51,1,1,0,0,22,119
2025_03_28_1_5,2025_03_28_1_5_5_0_5_2,5,0,スライダー,129,ボール,52,2,2,0,0,96,123
2025_03_28_1_5,2025_03_28_1_5_5_0_5_3,5,0,ストレート,148,中安,53,3,2,0,0,126,62
2025_03_28_1_5,2025_03_28_1_5_5_0_6_1,5,0,ストレート,145,ボール,54,1,1,0,1,159,19
2025_03_28_1_5,2025_03_28_1_5_5_0_6_2,5,0,ストレート,145,一犠打,55,2,1,0,1,25,78
2025_03_28_1_5,2025_03_28_1_5_5_0_7_1,5,0,フォーク,135,ボール,56,1,1,0,1,175,55
2025_03_28_1_5,2025_03_28_1_5_5_0_7_2,5,0,ストレート,146,見逃し,57,2,1,1,1,113,23
2025_03_28_1_5,2025_03_28_1_5_5_0_7_3,5,0,スライダー,129,ボール,58,3,2,1,1,19,119
2025_03_28_1_5,2025_03_28_1_5_5_0_7_4,5,0,ストレート,147,ファウル,59,4,2,2,1,22,67
2025_03_28_1_5,2025_03_28_1_5_5_0_7_5,5,0,ストレート,147,右安,60,5,2,2,1,56,27
2025_03_28_1_5,2025_03_28_1_5_5_0_8_1,5,0,スライダー,129,見逃し,61,1,0,1,2,86,99
2025_03_28_1_5,2025_03_28_1_5_5_0_8_2,5,0,フォーク,134,空振り,62,2,0,2,2,172,62
2025_03_28_1_5,2025_03_28_1_5_5_0_8_3,5,0,フォーク,133,三ゴロ,63,3,0,2,2,153,80
2025_03_28_1_5,2025_03_28_1_5_5_0_9_1,5,0,フォーク,133,ファウル,64,1,0,1,3,155,78
2025_03_28_1_5,2025_03_28_1_5_5_0_9_2,5,0,ストレート,145,ボール,65,2,1,1,3,40,120
2025_03_28_1_5,2025_03_28_1_5_5_0_9_3,5,0,ストレート,145,ボール,66,3,2,1,3,19,119
2025_03_28_1_5,2025_03_28_1_5_5_0_9_4,5,0,フォーク,131,ボール,67,4,3,1,3,82,124
2025_03_28_1_5,2025_03_28_1_5_5_0_9_5,5,0,ストレート,146,見逃し,68,5,3,2,3,86,116
2025_03_28_1_5,2025_03_28_1_5_5_0_9_6,5,0,ストレート,147,空三振,69,6,3,2,3,90,112
2025_03_28_1_5,2025_03_28_1_5_5_1_1_1,5,1,フォーク,134,空振り,58,1,0,1,1,116,118
2025_03_28_1_5,2025_03_28_1_5_5_1_1_2,5,1,フォーク,138,空振り,59,2,0,2,1,156,75
2025_03_28_1_5,2025_03_28_1_5_5_1_1_3,5,1,フォーク,138,二ゴロ,60,3,0,2,1,140,108
2025_03_28_1_5,2025_03_28_1_5_5_1_2_1,5,1,ストレート,149,見逃し,61,1,0,1,2,53,28
2025_03_28_1_5,2025_03_28_1_5_5_1_2_2,5,1,フォーク,138,ボール,62,2,1,1,2,74,124
2025_03_28_1_5,2025_03_28_1_5_5_1_2_3,5,1,フォーク,136,ボール,63,3,2,1,2,133,120
2025_03_28_1_5,2025_03_28_1_5_5_1_2_4,5,1,スライダー,130,ボール,64,4,3,1,2,33,122
2025_03_28_1_5,2025_03_28_1_5_5_1_2_5,5,1,ストレート,147,見逃し,65,5,3,2,2,129,77
2025_03_28_1_5,2025_03_28_1_5_5_1_2_6,5,1,ストレート,147,ファウル,66,6,3,2,2,120,24
2025_03_28_1_5,2025_03_28_1_5_5_1_2_7,5,1,スライダー,129,ファウル,67,7,3,2,2,74,80
2025_03_28_1_5,2025_03_28_1_5_5_1_2_8,5,1,スライダー,128,見三振,68,8,3,2,2,96,105
2025_03_28_1_5,2025_03_28_1_5_5_1_3_1,5,1,カーブ,125,ボール,69,1,1,0,2,158,121
2025_03_28_1_5,2025_03_28_1_5_5_1_3_2,5,1,フォーク,134,ボール,70,2,2,0,2,71,124
2025_03_28_1_5,2025_03_28_1_5_5_1_3_3,5,1,フォーク,136,空振り,71,3,2,1,2,99,119
2025_03_28_1_5,2025_03_28_1_5_5_1_3_4,5,1,ストレート,150,ボール,72,4,3,1,2,158,105
2025_03_28_1_5,2025_03_28_1_5_5_1_3_5,5,1,スライダー,127,空振り,73,5,3,2,2,145,74
2025_03_28_1_5,2025_03_28_1_5_5_1_3_6,5,1,ストレート,148,中２,74,6,3,2,2,74,45
2025_03_28_1_5,2025_03_28_1_5_5_1_4_1,5,1,ストレート,149,ボール,75,1,1,0,3,151,92
2025_03_28_1_5,2025_03_28_1_5_5_1_4_2,5,1,ストレート,147,遊直,76,2,1,0,3,95,82
2025_03_28_1_5,2025_03_28_1_5_6_0_1_1,6,0,ストレート,146,見逃し,1,1,0,1,0,136,24
2025_03_28_1_5,2025_03_28_1_5_6_0_1_2,6,0,ストレート,145,ボール,2,2,1,1,0,156,10
2025_03_28_1_5,2025_03_28_1_5_6_0_1_3,6,0,カットボール,140,ボール,3,3,2,1,0,152,9
2025_03_28_1_5,2025_03_28_1_5_6_0_1_4,6,0,カットボール,141,ボール,4,4,3,1,0,125,16
2025_03_28_1_5,2025_03_28_1_5_6_0_1_5,6,0,ストレート,148,左本,5,5,3,1,0,102,88
2025_03_28_1_5,2025_03_28_1_5_6_0_2_1,6,0,カットボール,143,ボール,6,1,1,0,1,159,43
2025_03_28_1_5,2025_03_28_1_5_6_0_2_2,6,0,カットボール,142,右飛,7,2,1,0,1,23,30
2025_03_28_1_5,2025_03_28_1_5_6_0_3_1,6,0,ストレート,147,見逃し,8,1,0,1,2,46,27
2025_03_28_1_5,2025_03_28_1_5_6_0_3_2,6,0,チェンジアップ,136,三ゴロ,9,2,0,1,2,116,30
2025_03_28_1_5,2025_03_28_1_5_6_0_4_1,6,0,チェンジアップ,136,ボール,10,1,1,0,2,155,16
2025_03_28_1_5,2025_03_28_1_5_6_0_4_2,6,0,チェンジアップ,135,右安,11,2,1,0,2,25,75
2025_03_28_1_5,2025_03_28_1_5_6_0_5_1,6,0,ストレート,143,右飛,12,1,0,0,3,119,39
2025_03_28_1_5,2025_03_28_1_5_6_1_1_1,6,1,スライダー,130,見逃し,77,1,0,1,1,95,35
2025_03_28_1_5,2025_03_28_1_5_6_1_1_2,6,1,スライダー,131,空振り,78,2,0,2,1,156,24
2025_03_28_1_5,2025_03_28_1_5_6_1_1_3,6,1,スライダー,131,ファウル,79,3,0,2,1,82,58
2025_03_28_1_5,2025_03_28_1_5_6_1_1_4,6,1,ストレート,-,二ゴロ,80,4,0,2,1,104,20
2025_03_28_1_5,2025_03_28_1_5_6_1_2_1,6,1,スライダー,128,見逃し,81,1,0,1,1,42,69
2025_03_28_1_5,2025_03_28_1_5_6_1_2_2,6,1,フォーク,138,空振り,82,2,0,2,1,152,87
2025_03_28_1_5,2025_03_28_1_5_6_1_2_3,6,1,ストレート,149,ボール,83,3,1,2,1,19,74
2025_03_28_1_5,2025_03_28_1_5_6_1_2_4,6,1,スライダー,131,ファウル,84,4,1,2,1,80,42
2025_03_28_1_5,2025_03_28_1_5_6_1_2_5,6,1,スライダー,133,ファウル,85,5,1,2,1,120,16
2025_03_28_1_5,2025_03_28_1_5_6_1_2_6,6,1,カーブ,125,ファウル,86,6,1,2,1,76,103
2025_03_28_1_5,2025_03_28_1_5_6_1_2_7,6,1,ストレート,148,中安,87,7,1,2,1,65,74
2025_03_28_1_5,2025_03_28_1_5_6_1_3_1,6,1,スライダー,129,見逃し,88,1,0,1,3,48,67
2025_03_28_1_5,2025_03_28_1_5_6_1_3_2,6,1,スライダー,130,ファウル,89,2,0,2,3,70,22
2025_03_28_1_5,2025_03_28_1_5_6_1_3_3,6,1,フォーク,137,三併打,90,3,0,2,3,120,99
2025_03_28_1_5,2025_03_28_1_5_7_0_1_1,7,0,カーブ,117,見逃し,13,1,0,1,0,134,49
2025_03_28_1_5,2025_03_28_1_5_7_0_1_2,7,0,ストレート,148,ボール,14,2,1,1,0,22,16
2025_03_28_1_5,2025_03_28_1_5_7_0_1_3,7,0,ストレート,138,ボール,15,3,2,1,0,10,119
2025_03_28_1_5,2025_03_28_1_5_7_0_1_4,7,0,カットボール,141,左安,16,4,2,1,0,132,42
2025_03_28_1_5,2025_03_28_1_5_7_0_2_1,7,0,カーブ,114,ボール,17,1,1,0,1,107,126
2025_03_28_1_5,2025_03_28_1_5_7_0_2_2,7,0,チェンジアップ,134,空振り,18,2,1,1,1,102,85
2025_03_28_1_5,2025_03_28_1_5_7_0_2_3,7,0,ストレート,147,ファウル,19,3,1,2,1,62,102
2025_03_28_1_5,2025_03_28_1_5_7_0_2_4,7,0,スプリット,133,見三振,20,4,1,2,1,134,89
2025_03_28_1_5,2025_03_28_1_5_7_0_3_1,7,0,ストレート,145,ボール,21,1,1,0,1,91,122
2025_03_28_1_5,2025_03_28_1_5_7_0_3_2,7,0,ストレート,146,ボール,22,2,2,0,1,18,112
2025_03_28_1_5,2025_03_28_1_5_7_0_3_3,7,0,カットボール,140,ボール,23,3,3,0,1,152,50
2025_03_28_1_5,2025_03_28_1_5_7_0_3_4,7,0,ストレート,146,見逃し,24,4,3,1,1,115,43
2025_03_28_1_5,2025_03_28_1_5_7_0_3_5,7,0,ストレート,147,ファウル,25,5,3,2,1,22,49
2025_03_28_1_5,2025_03_28_1_5_7_0_3_6,7,0,ストレート,148,ファウル,26,6,3,2,1,67,108
2025_03_28_1_5,2025_03_28_1_5_7_0_3_7,7,0,カットボール,141,ファウル,27,7,3,2,1,152,32
2025_03_28_1_5,2025_03_28_1_5_7_0_3_8,7,0,ストレート,149,中安,28,8,3,2,1,64,43
2025_03_28_1_5,2025_03_28_1_5_7_0_4_1,7,0,ストレート,147,ボール,29,1,1,0,3,24,123
2025_03_28_1_5,2025_03_28_1_5_7_0_4_2,7,0,カットボール,135,二併打,30,2,1,0,3,73,52
2025_03_28_1_5,2025_03_28_1_5_7_1_1_1,7,1,ストレート,148,見逃し,1,1,0,1,1,51,58
2025_03_28_1_5,2025_03_28_1_5_7_1_1_2,7,1,スライダー,134,遊ゴロ,2,2,0,1,1,104,49
2025_03_28_1_5,2025_03_28_1_5_7_1_2_1,7,1,ワンシーム,147,ボール,3,1,1,0,2,158,28
2025_03_28_1_5,2025_03_28_1_5_7_1_2_2,7,1,ストレート,147,空振り,4,2,1,1,2,67,107
2025_03_28_1_5,2025_03_28_1_5_7_1_2_3,7,1,スライダー,135,ボール,5,3,2,1,2,153,79
2025_03_28_1_5,2025_03_28_1_5_7_1_2_4,7,1,スライダー,135,空振り,6,4,2,2,2,56,38
2025_03_28_1_5,2025_03_28_1_5_7_1_2_5,7,1,ストレート,149,ボール,7,5,3,2,2,152,15
2025_03_28_1_5,2025_03_28_1_5_7_1_2_6,7,1,ストレート,148,ファウル,8,6,3,2,2,73,97
2025_03_28_1_5,2025_03_28_1_5_7_1_2_7,7,1,ストレート,149,ファウル,9,7,3,2,2,24,85
2025_03_28_1_5,2025_03_28_1_5_7_1_2_8,7,1,ストレート,149,ファウル,10,8,3,2,2,76,115
2025_03_28_1_5,2025_03_28_1_5_7_1_2_9,7,1,スライダー,136,空三振,11,9,3,2,2,107,80
2025_03_28_1_5,2025_03_28_1_5_7_1_3_1,7,1,ワンシーム,148,ボール,12,1,1,0,3,154,45
2025_03_28_1_5,2025_03_28_1_5_7_1_3_2,7,1,ワンシーム,146,ボール,13,2,2,0,3,56,122
2025_03_28_1_5,2025_03_28_1_5_7_1_3_3,7,1,スライダー,133,ファウル,14,3,2,1,3,99,84
2025_03_28_1_5,2025_03_28_1_5_7_1_3_4,7,1,スライダー,136,三ゴロ,15,4,2,1,3,102,90
2025_03_28_1_5,2025_03_28_1_5_8_0_1_1,8,0,ストレート,146,ボール,1,1,1,0,1,20,89
2025_03_28_1_5,2025_03_28_1_5_8_0_1_2,8,0,ツーシーム,136,見逃し,2,2,1,1,1,54,68
2025_03_28_1_5,2025_03_28_1_5_8_0_1_3,8,0,ストレート,147,ボール,3,3,2,1,1,153,103
2025_03_28_1_5,2025_03_28_1_5_8_0_1_4,8,0,ストレート,149,ファウル,4,4,2,2,1,69,100
2025_03_28_1_5,2025_03_28_1_5_8_0_1_5,8,0,フォーク,141,ボール,5,5,3,2,1,157,39
2025_03_28_1_5,2025_03_28_1_5_8_0_1_6,8,0,ツーシーム,138,空三振,6,6,3,2,1,64,76
2025_03_28_1_5,2025_03_28_1_5_8_0_2_1,8,0,ツーシーム,139,ボール,7,1,1,0,2,173,10
2025_03_28_1_5,2025_03_28_1_5_8_0_2_2,8,0,ツーシーム,138,二ゴロ,8,2,1,0,2,145,44
2025_03_28_1_5,2025_03_28_1_5_8_0_3_1,8,0,ストレート,149,見逃し,9,1,0,1,3,130,105
2025_03_28_1_5,2025_03_28_1_5_8_0_3_2,8,0,ストレート,148,ファウル,10,2,0,2,3,135,64
2025_03_28_1_5,2025_03_28_1_5_8_0_3_3,8,0,ストレート,148,ファウル,11,3,0,2,3,96,80
2025_03_28_1_5,2025_03_28_1_5_8_0_3_4,8,0,縦スライダー,116,見三振,12,4,0,2,3,54,48
2025_03_28_1_5,2025_03_28_1_5_8_1_1_1,8,1,ストレート,142,見逃し,1,1,0,1,0,44,68
2025_03_28_1_5,2025_03_28_1_5_8_1_1_2,8,1,ストレート,143,ボール,2,2,1,1,0,20,29
2025_03_28_1_5,2025_03_28_1_5_8_1_1_3,8,1,カットボール,134,ボール,3,3,2,1,0,171,127
2025_03_28_1_5,2025_03_28_1_5_8_1_1_4,8,1,ツーシーム,142,左安,4,4,2,1,0,87,104
2025_03_28_1_5,2025_03_28_1_5_8_1_2_1,8,1,スライダー,128,ファウル,5,1,0,1,0,110,119
2025_03_28_1_5,2025_03_28_1_5_8_1_2_2,8,1,ストレート,141,ボール,6,2,1,1,0,124,120
2025_03_28_1_5,2025_03_28_1_5_8_1_2_3,8,1,スライダー,130,ボール,7,3,2,1,0,152,121
2025_03_28_1_5,2025_03_28_1_5_8_1_2_4,8,1,ツーシーム,141,ボール,8,4,3,1,0,22,64
2025_03_28_1_5,2025_03_28_1_5_8_1_2_5,8,1,ツーシーム,142,ファウル,9,5,3,2,0,59,120
2025_03_28_1_5,2025_03_28_1_5_8_1_2_6,8,1,スライダー,128,ファウル,10,6,3,2,0,108,100
2025_03_28_1_5,2025_03_28_1_5_8_1_2_7,8,1,スライダー,128,右本,11,7,3,2,0,62,109
2025_03_28_1_5,2025_03_28_1_5_8_1_3_1,8,1,ツーシーム,141,見逃し,12,1,0,1,0,70,113
2025_03_28_1_5,2025_03_28_1_5_8_1_3_2,8,1,フォーク,132,ボール,13,2,1,1,0,86,14
2025_03_28_1_5,2025_03_28_1_5_8_1_3_3,8,1,ストレート,141,ボール,14,3,2,1,0,124,125
2025_03_28_1_5,2025_03_28_1_5_8_1_3_4,8,1,ツーシーム,144,ボール,15,4,3,1,0,24,49
2025_03_28_1_5,2025_03_28_1_5_8_1_3_5,8,1,ストレート,142,四球,16,5,3,1,0,20,76
2025_03_28_1_5,2025_03_28_1_5_8_1_4_1,8,1,カットボール,135,見逃し,1,1,0,1,1,46,53
2025_03_28_1_5,2025_03_28_1_5_8_1_4_2,8,1,スライダー,131,ボール,2,2,1,1,1,129,120
2025_03_28_1_5,2025_03_28_1_5_8_1_4_3,8,1,スプリット,139,ボール,3,3,2,1,1,164,80
2025_03_28_1_5,2025_03_28_1_5_8_1_4_4,8,1,カットボール,135,ファウル,4,4,2,2,1,131,64
2025_03_28_1_5,2025_03_28_1_5_8_1_4_5,8,1,スライダー,131,ファウル,5,5,2,2,1,35,105
2025_03_28_1_5,2025_03_28_1_5_8_1_4_6,8,1,ストレート,150,一飛,6,6,2,2,1,131,55
2025_03_28_1_5,2025_03_28_1_5_8_1_5_1,8,1,スライダー,128,ボール,7,1,1,0,1,28,122
2025_03_28_1_5,2025_03_28_1_5_8_1_5_2,8,1,カットボール,137,二安,8,2,1,0,1,56,30
2025_03_28_1_5,2025_03_28_1_5_8_1_6_1,8,1,カットボール,137,ボール,9,1,1,0,3,174,13
2025_03_28_1_5,2025_03_28_1_5_8_1_6_2,8,1,ストレート,150,遊併打,10,2,1,0,3,36,83
2025_03_28_1_5,2025_03_28_1_5_9_0_1_1,9,0,ツーシーム,135,ボール,13,1,1,0,1,16,72
2025_03_28_1_5,2025_03_28_1_5_9_0_1_2,9,0,ツーシーム,138,空振り,14,2,1,1,1,158,88
2025_03_28_1_5,2025_03_28_1_5_9_0_1_3,9,0,ストレート,148,中飛,15,3,1,1,1,132,82
2025_03_28_1_5,2025_03_28_1_5_9_0_2_1,9,0,ストレート,149,ボール,16,1,1,0,2,14,69
2025_03_28_1_5,2025_03_28_1_5_9_0_2_2,9,0,ストレート,146,見逃し,17,2,1,1,2,60,84
2025_03_28_1_5,2025_03_28_1_5_9_0_2_3,9,0,カットボール,129,ボール,18,3,2,1,2,151,15
2025_03_28_1_5,2025_03_28_1_5_9_0_2_4,9,0,ツーシーム,139,ファウル,19,4,2,2,2,87,76
2025_03_28_1_5,2025_03_28_1_5_9_0_2_5,9,0,ストレート,148,ファウル,20,5,2,2,2,72,100
2025_03_28_1_5,2025_03_28_1_5_9_0_2_6,9,0,ストレート,148,ボール,21,6,3,2,2,21,109
2025_03_28_1_5,2025_03_28_1_5_9_0_2_7,9,0,ストレート,-,右飛,22,7,3,2,2,24,74
2025_03_28_1_5,2025_03_28_1_5_9_0_3_1,9,0,縦スライダー,117,ボール,23,1,1,0,3,167,48
2025_03_28_1_5,2025_03_28_1_5_9_0_3_2,9,0,ツーシーム,138,見逃し,24,2,1,1,3,100,44
2025_03_28_1_5,2025_03_28_1_5_9_0_3_3,9,0,ツーシーム,140,捕ゴロ,25,3,1,1,3,136,50
2025_03_28_1_5,2025_03_28_1_5_9_1_1_1,9,1,ストレート,144,見逃し,1,1,0,1,0,60,34
2025_03_28_1_5,2025_03_28_1_5_9_1_1_2,9,1,ストレート,140,ボール,2,2,1,1,0,167,124
2025_03_28_1_5,2025_03_28_1_5_9_1_1_3,9,1,スライダー,132,空振り,3,3,1,2,0,54,83
2025_03_28_1_5,2025_03_28_1_5_9_1_1_4,9,1,ストレート,144,ボール,4,4,2,2,0,19,63
2025_03_28_1_5,2025_03_28_1_5_9_1_1_5,9,1,ストレート,141,中安,5,5,2,2,0,148,88
2025_03_28_1_5,2025_03_28_1_5_9_1_2_1,9,1,スライダー,132,見逃し,6,1,0,1,1,96,108
2025_03_28_1_5,2025_03_28_1_5_9_1_2_2,9,1,スライダー,132,空振り,7,2,0,2,1,160,123
2025_03_28_1_5,2025_03_28_1_5_9_1_2_3,9,1,スライダー,134,空三振,8,3,0,2,1,156,119
2025_03_28_1_5,2025_03_28_1_5_9_1_3_1,9,1,スライダー,131,ファウル,9,1,0,1,1,147,68
2025_03_28_1_5,2025_03_28_1_5_9_1_3_2,9,1,チェンジアップ,128,ボール,10,2,1,1,1,160,48
2025_03_28_1_5,2025_03_28_1_5_9_1_3_3,9,1,シュート,143,ボール,11,3,2,1,1,26,6
2025_03_28_1_5,2025_03_28_1_5_9_1_3_4,9,1,スライダー,133,ボール,12,4,3,1,1,150,125
2025_03_28_1_5,2025_03_28_1_5_9_1_3_5,9,1,シュート,142,中安,13,5,3,1,1,112,78
2025_03_28_1_5,2025_03_28_1_5_9_1_4_1,9,1,ストレート,142,ファウル,14,1,0,1,1,96,82
2025_03_28_1_5,2025_03_28_1_5_9_1_4_2,9,1,スライダー,132,ボール,15,2,1,1,1,132,120
2025_03_28_1_5,2025_03_28_1_5_9_1_4_3,9,1,チェンジアップ,128,ファウル,16,3,1,2,1,125,16
2025_03_28_1_5,2025_03_28_1_5_9_1_4_4,9,1,ストレート,142,ファウル,17,4,1,2,1,22,44
2025_03_28_1_5,2025_03_28_1_5_9_1_4_5,9,1,チェンジアップ,128,右安,18,5,1,2,1,58,20
2025_03_28_1_5,2025_03_28_1_5_9_1_5_1,9,1,スライダー,132,ボール,19,1,1,0,1,167,122
2025_03_28_1_5,2025_03_28_1_5_9_1_5_2,9,1,スライダー,132,ファウル,20,2,1,1,1,76,105
2025_03_28_1_5,2025_03_28_1_5_9_1_5_3,9,1,ストレート,-,死球,21,3,1,1,1,18,3
2025_03_28_1_5,2025_03_28_1_5_9_1_6_1,9,1,スライダー,132,見逃し,22,1,0,1,1,129,100
2025_03_28_1_5,2025_03_28_1_5_9_1_6_2,9,1,チェンジアップ,130,ボール,23,2,1,1,1,160,48
2025_03_28_1_5,2025_03_28_1_5_9_1_6_3,9,1,ストレート,142,中安,24,3,1,1,1,116,110
2025_03_28_1_5,2025_03_28_1_5_9_1_7_1,9,1,スライダー,130,ボール,25,1,1,0,1,18,12
2025_03_28_1_5,2025_03_28_1_5_9_1_7_2,9,1,チェンジアップ,129,左安,26,2,1,0,1,132,60
2025_03_28_1_5,2025_03_28_1_5_9_1_8_1,9,1,ストレート,145,見逃し,27,1,0,1,2,80,92
